Year,P&L Line,Geography,Operating Unit,Global Categories,Mapping,USD (Millions),Local Currency (Millions)
2019,Net Revenue,Australia,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Australia,ASP OU,Other Categories,5,1.8651,0.0000
2019,Gross Profit,Australia,ASP OU,Other Categories,6,-1.8651,0.0000
2019,DME,Australia,ASP OU,Other Categories,7,0.0000,0.0001
2019,Operating Expenses,Australia,ASP OU,Other Categories,9,31.6249,45.5178
2019,Operating Income,Australia,ASP OU,Other Categories,10,-33.4900,-45.5178
2019,Unit Cases (UCS),Australia,ASP OU,Other Categories,1,0.0000,0.0000
2019,Gross Revenue,Australia,ASP OU,Other Categories,2,0.0000,0.0000
2019,DfR,Australia,ASP OU,Other Categories,3,0.0000,0.0000
2019,Net Revenue,Australia,ASP OU,Other Categories,4,0.0000,0.0000
2019,COGS,Australia,ASP OU,Other Categories,5,0.0000,0.0000
2019,Gross Profit,Australia,ASP OU,Other Categories,6,0.0000,0.0000
2019,DME,Australia,ASP OU,Other Categories,7,0.0000,0.0000
2019,Operating Expenses,Australia,ASP OU,Other Categories,9,0.0000,0.0000
2019,Operating Income,Australia,ASP OU,Other Categories,10,0.0000,0.0000
2019,Unit Cases (UCS),Australia,ASP OU,Prepared Coffee,1,0.0000,0.0000
2019,Gross Revenue,Australia,ASP OU,Prepared Coffee,2,0.0000,0.0000
2019,DfR,Australia,ASP OU,Prepared Coffee,3,0.0000,0.0000
2019,Net Revenue,Australia,ASP OU,Prepared Coffee,4,0.0000,0.0000
2019,COGS,Australia,ASP OU,Prepared Coffee,5,0.0000,0.0000
2019,Gross Profit,Australia,ASP OU,Prepared Coffee,6,0.0000,0.0000
2019,DME,Australia,ASP OU,Prepared Coffee,7,0.0000,0.0000
2019,Operating Expenses,Australia,ASP OU,Prepared Coffee,9,0.0000,0.0000
2019,Operating Income,Australia,ASP OU,Prepared Coffee,10,0.0000,0.0000
2019,Unit Cases (UCS),Australia,ASP OU,Packaged Coffee,1,1.2939,1.2939
2019,Gross Revenue,Australia,ASP OU,Packaged Coffee,2,0.8320,1.1322
2019,DfR,Australia,ASP OU,Packaged Coffee,3,0.1277,0.1813
2019,Net Revenue,Australia,ASP OU,Packaged Coffee,4,0.7043,0.9509
2019,COGS,Australia,ASP OU,Packaged Coffee,5,0.9071,1.2939
2019,Gross Profit,Australia,ASP OU,Packaged Coffee,6,-0.2028,-0.3431
2019,DME,Australia,ASP OU,Packaged Coffee,7,3.3997,4.8942
2019,Operating Expenses,Australia,ASP OU,Packaged Coffee,9,0.0000,0.0000
2019,Operating Income,Australia,ASP OU,Packaged Coffee,10,-3.6025,-5.2373
2019,Unit Cases (UCS),Australia,ASP OU,NRTD Coffee,1,0.0000,0.0000
2019,Gross Revenue,Australia,ASP OU,NRTD Coffee,2,0.0000,0.0000
2019,DfR,Australia,ASP OU,NRTD Coffee,3,0.0000,0.0000
2019,Net Revenue,Australia,ASP OU,NRTD Coffee,4,0.0000,0.0000
2019,COGS,Australia,ASP OU,NRTD Coffee,5,0.0000,0.0000
2019,Gross Profit,Australia,ASP OU,NRTD Coffee,6,0.0000,0.0000
2019,DME,Australia,ASP OU,NRTD Coffee,7,0.0000,0.0000
2019,Operating Expenses,Australia,ASP OU,NRTD Coffee,9,0.0000,0.0000
2019,Operating Income,Australia,ASP OU,NRTD Coffee,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Total Category,1,1857.6514,1857.6514
2020,Gross Revenue,ASP OU,ASP OU,Total Category,2,1099.9301,2295206.8518
2020,DfR,ASP OU,ASP OU,Total Category,3,112.9839,84372.5331
2020,Net Revenue,ASP OU,ASP OU,Total Category,4,986.9463,2210834.3187
2020,COGS,ASP OU,ASP OU,Total Category,5,178.5820,528414.2596
2020,Gross Profit,ASP OU,ASP OU,Total Category,6,808.3642,1682420.0592
2020,DME,ASP OU,ASP OU,Total Category,7,184.6987,617171.0729
2020,Operating Expenses,ASP OU,ASP OU,Total Category,9,127.5583,267034.6762
2020,Operating Income,ASP OU,ASP OU,Total Category,10,496.1072,798214.3101
2020,Unit Cases (UCS),ASP OU,ASP OU,Coca-Cola,1,920.5333,920.5333
2020,Gross Revenue,ASP OU,ASP OU,Coca-Cola,2,639.6283,1126117.5595
2020,DfR,ASP OU,ASP OU,Coca-Cola,3,79.5040,52410.3121
2020,Net Revenue,ASP OU,ASP OU,Coca-Cola,4,560.1243,1073707.2474
2020,COGS,ASP OU,ASP OU,Coca-Cola,5,68.0994,103479.9851
2020,Gross Profit,ASP OU,ASP OU,Coca-Cola,6,492.0249,970227.2624
2020,DME,ASP OU,ASP OU,Coca-Cola,7,114.4161,312032.0878
2020,Operating Expenses,ASP OU,ASP OU,Coca-Cola,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Coca-Cola,10,377.6088,658195.1745
2020,Unit Cases (UCS),ASP OU,ASP OU,Sparkling Flavors,1,519.2599,519.2599
2020,Gross Revenue,ASP OU,ASP OU,Sparkling Flavors,2,314.2756,616503.5028
2020,DfR,ASP OU,ASP OU,Sparkling Flavors,3,26.7632,6206.7879
2020,Net Revenue,ASP OU,ASP OU,Sparkling Flavors,4,287.5124,610296.7149
2020,COGS,ASP OU,ASP OU,Sparkling Flavors,5,72.2083,187349.3202
2020,Gross Profit,ASP OU,ASP OU,Sparkling Flavors,6,215.3041,422947.3947
2020,DME,ASP OU,ASP OU,Sparkling Flavors,7,35.8189,114715.3039
2020,Operating Expenses,ASP OU,ASP OU,Sparkling Flavors,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Sparkling Flavors,10,179.4853,308232.0907
2020,Unit Cases (UCS),ASP OU,ASP OU,Packaged Water,1,278.8498,278.8498
2020,Gross Revenue,ASP OU,ASP OU,Packaged Water,2,28.9161,43794.0366
2020,DfR,ASP OU,ASP OU,Packaged Water,3,1.9332,413.1355
2020,Net Revenue,ASP OU,ASP OU,Packaged Water,4,26.9829,43380.9010
2020,COGS,ASP OU,ASP OU,Packaged Water,5,0.1307,731.3610
2020,Gross Profit,ASP OU,ASP OU,Packaged Water,6,26.8522,42649.5400
2020,DME,ASP OU,ASP OU,Packaged Water,7,8.8583,10280.0462
2020,Operating Expenses,ASP OU,ASP OU,Packaged Water,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Packaged Water,10,17.9939,32369.4939
2020,Unit Cases (UCS),ASP OU,ASP OU,Enhanced Water Beverages,1,2.9155,2.9155
2020,Gross Revenue,ASP OU,ASP OU,Enhanced Water Beverages,2,7.6155,19.7220
2020,DfR,ASP OU,ASP OU,Enhanced Water Beverages,3,0.2032,0.6116
2020,Net Revenue,ASP OU,ASP OU,Enhanced Water Beverages,4,7.4123,19.1103
2020,COGS,ASP OU,ASP OU,Enhanced Water Beverages,5,0.9949,4.3449
2020,Gross Profit,ASP OU,ASP OU,Enhanced Water Beverages,6,6.4174,14.7654
2020,DME,ASP OU,ASP OU,Enhanced Water Beverages,7,0.3014,10.0380
2020,Operating Expenses,ASP OU,ASP OU,Enhanced Water Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Enhanced Water Beverages,10,6.1160,4.7275
2020,Unit Cases (UCS),ASP OU,ASP OU,Advanced Hydration,1,14.4952,14.4952
2020,Gross Revenue,ASP OU,ASP OU,Advanced Hydration,2,29.0654,7216.4878
2020,DfR,ASP OU,ASP OU,Advanced Hydration,3,0.3389,2.9372
2020,Net Revenue,ASP OU,ASP OU,Advanced Hydration,4,28.7265,7213.5506
2020,COGS,ASP OU,ASP OU,Advanced Hydration,5,3.1353,5457.8565
2020,Gross Profit,ASP OU,ASP OU,Advanced Hydration,6,25.5912,1755.6941
2020,DME,ASP OU,ASP OU,Advanced Hydration,7,5.5116,691.9732
2020,Operating Expenses,ASP OU,ASP OU,Advanced Hydration,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Advanced Hydration,10,20.0796,1063.7209
2020,Unit Cases (UCS),ASP OU,ASP OU,Tea,1,41.9445,41.9445
2020,Gross Revenue,ASP OU,ASP OU,Tea,2,25.0244,157917.6554
2020,DfR,ASP OU,ASP OU,Tea,3,1.5802,1491.8788
2020,Net Revenue,ASP OU,ASP OU,Tea,4,23.4442,156425.7766
2020,COGS,ASP OU,ASP OU,Tea,5,11.9426,68629.8857
2020,Gross Profit,ASP OU,ASP OU,Tea,6,11.5017,87795.8909
2020,DME,ASP OU,ASP OU,Tea,7,6.8767,56853.8469
2020,Operating Expenses,ASP OU,ASP OU,Tea,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Tea,10,4.6250,30942.0440
2020,Unit Cases (UCS),ASP OU,ASP OU,Juices/Nectars,1,3.5712,3.5712
2020,Gross Revenue,ASP OU,ASP OU,Juices/Nectars,2,7.0473,1110.3434
2020,DfR,ASP OU,ASP OU,Juices/Nectars,3,0.0122,1.0161
2020,Net Revenue,ASP OU,ASP OU,Juices/Nectars,4,7.0352,1109.3273
2020,COGS,ASP OU,ASP OU,Juices/Nectars,5,1.3106,435.0956
2020,Gross Profit,ASP OU,ASP OU,Juices/Nectars,6,5.7246,674.2317
2020,DME,ASP OU,ASP OU,Juices/Nectars,7,0.2762,6.0024
2020,Operating Expenses,ASP OU,ASP OU,Juices/Nectars,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Juices/Nectars,10,5.4484,668.2293
2020,Unit Cases (UCS),ASP OU,ASP OU,Juice Drinks,1,51.3816,51.3816
2020,Gross Revenue,ASP OU,ASP OU,Juice Drinks,2,23.5070,92234.4419
2020,DfR,ASP OU,ASP OU,Juice Drinks,3,1.5845,1273.0991
2020,Net Revenue,ASP OU,ASP OU,Juice Drinks,4,21.9225,90961.3428
2020,COGS,ASP OU,ASP OU,Juice Drinks,5,7.5482,55229.8989
2020,Gross Profit,ASP OU,ASP OU,Juice Drinks,6,14.3743,35731.4439
2020,DME,ASP OU,ASP OU,Juice Drinks,7,6.2978,50075.3507
2020,Operating Expenses,ASP OU,ASP OU,Juice Drinks,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Juice Drinks,10,8.0765,-14343.9068
2020,Unit Cases (UCS),ASP OU,ASP OU,Dairy Beverages,1,16.5936,16.5936
2020,Gross Revenue,ASP OU,ASP OU,Dairy Beverages,2,19.3575,249437.1933
2020,DfR,ASP OU,ASP OU,Dairy Beverages,3,1.8648,33073.2118
2020,Net Revenue,ASP OU,ASP OU,Dairy Beverages,4,17.4927,216363.9814
2020,COGS,ASP OU,ASP OU,Dairy Beverages,5,12.9610,106915.1363
2020,Gross Profit,ASP OU,ASP OU,Dairy Beverages,6,4.5316,109448.8451
2020,DME,ASP OU,ASP OU,Dairy Beverages,7,11.2120,98532.9382
2020,Operating Expenses,ASP OU,ASP OU,Dairy Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Dairy Beverages,10,-6.6804,10915.9069
2020,Unit Cases (UCS),ASP OU,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Plant Based Beverages,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Plant Based Beverages,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Plant Based Beverages,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Plant Based Beverages,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Plant Based Beverages,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Plant Based Beverages,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Plant Based Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Plant Based Beverages,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Juices/Nectars,1,6.4767,6.4767
2020,Gross Revenue,ASP OU,ASP OU,Juices/Nectars,2,5.6317,7.7605
2020,DfR,ASP OU,ASP OU,Juices/Nectars,3,0.1771,0.2704
2020,Net Revenue,ASP OU,ASP OU,Juices/Nectars,4,5.4546,7.4901
2020,COGS,ASP OU,ASP OU,Juices/Nectars,5,4.1115,5.8950
2020,Gross Profit,ASP OU,ASP OU,Juices/Nectars,6,1.3431,1.5951
2020,DME,ASP OU,ASP OU,Juices/Nectars,7,1.1639,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Juices/Nectars,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Juices/Nectars,10,0.1792,1.5951
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Alcoholic Beverages,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Alcoholic Beverages,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Alcoholic Beverages,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Alcoholic Beverages,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Alcoholic Beverages,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Alcoholic Beverages,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Alcoholic Beverages,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Energy,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Energy,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Energy,3,0.0008,0.0011
2020,Net Revenue,ASP OU,ASP OU,Energy,4,-0.0008,-0.0011
2020,COGS,ASP OU,ASP OU,Energy,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Energy,6,-0.0008,-0.0011
2020,DME,ASP OU,ASP OU,Energy,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Energy,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Energy,10,-0.0008,-0.0011
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0256,0.0256
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,-3.2452,-3.1844
2020,DfR,ASP OU,ASP OU,Other Categories,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,-3.2452,-3.1844
2020,COGS,ASP OU,ASP OU,Other Categories,5,0.1844,0.5709
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,-3.4296,-3.7552
2020,DME,ASP OU,ASP OU,Other Categories,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,-3.4296,-3.7552
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Categories,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Categories,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Categories,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Categories,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Categories,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Categories,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Categories,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Categories,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Categories,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Categories,3,-0.9656,-10500.7295
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,0.9656,10500.7295
2020,COGS,ASP OU,ASP OU,Other Categories,5,-5.3161,-0.0001
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,6.2817,10500.7296
2020,DME,ASP OU,ASP OU,Other Categories,7,-7.0259,-26026.5144
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,127.5583,267034.6762
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,-114.2507,-230507.4322
2020,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,Other Categories,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,Other Categories,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Other Categories,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,Other Categories,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,Other Categories,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,Other Categories,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Other Categories,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Other Categories,10,0.0000,0.0000
2020,Unit Cases (UCS),ASP OU,ASP OU,Prepared Coffee,1,0.1104,0.1104
2020,Gross Revenue,ASP OU,ASP OU,Prepared Coffee,2,0.0279,0.0393
2020,DfR,ASP OU,ASP OU,Prepared Coffee,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,Prepared Coffee,4,0.0279,0.0393
2020,COGS,ASP OU,ASP OU,Prepared Coffee,5,0.0207,0.0293
2020,Gross Profit,ASP OU,ASP OU,Prepared Coffee,6,0.0072,0.0101
2020,DME,ASP OU,ASP OU,Prepared Coffee,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Prepared Coffee,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Prepared Coffee,10,0.0072,0.0101
2020,Unit Cases (UCS),ASP OU,ASP OU,Packaged Coffee,1,1.4941,1.4941
2020,Gross Revenue,ASP OU,ASP OU,Packaged Coffee,2,3.0784,851.2938
2020,DfR,ASP OU,ASP OU,Packaged Coffee,3,-0.0126,0.0009
2020,Net Revenue,ASP OU,ASP OU,Packaged Coffee,4,3.0910,851.2929
2020,COGS,ASP OU,ASP OU,Packaged Coffee,5,1.2506,174.8803
2020,Gross Profit,ASP OU,ASP OU,Packaged Coffee,6,1.8404,676.4126
2020,DME,ASP OU,ASP OU,Packaged Coffee,7,0.9917,0.0000
2020,Operating Expenses,ASP OU,ASP OU,Packaged Coffee,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,Packaged Coffee,10,0.8487,676.4126
2020,Unit Cases (UCS),ASP OU,ASP OU,NRTD Coffee,1,0.0000,0.0000
2020,Gross Revenue,ASP OU,ASP OU,NRTD Coffee,2,0.0000,0.0000
2020,DfR,ASP OU,ASP OU,NRTD Coffee,3,0.0000,0.0000
2020,Net Revenue,ASP OU,ASP OU,NRTD Coffee,4,0.0000,0.0000
2020,COGS,ASP OU,ASP OU,NRTD Coffee,5,0.0000,0.0000
2020,Gross Profit,ASP OU,ASP OU,NRTD Coffee,6,0.0000,0.0000
2020,DME,ASP OU,ASP OU,NRTD Coffee,7,0.0000,0.0000
2020,Operating Expenses,ASP OU,ASP OU,NRTD Coffee,9,0.0000,0.0000
2020,Operating Income,ASP OU,ASP OU,NRTD Coffee,10,0.0000,0.0000
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Total Category,1,277.8234,277.8234
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Total Category,2,187.1983,33265.3995
2020,DfR,ASPOU Non-T40,ASP OU,Total Category,3,23.1338,4725.1493
2020,Net Revenue,ASPOU Non-T40,ASP OU,Total Category,4,164.0644,28540.2502
2020,COGS,ASPOU Non-T40,ASP OU,Total Category,5,25.5646,9628.5843
2020,Gross Profit,ASPOU Non-T40,ASP OU,Total Category,6,138.4999,18911.6659
2020,DME,ASPOU Non-T40,ASP OU,Total Category,7,31.0915,6244.3015
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Total Category,9,63.6289,4840.8722
2020,Operating Income,ASPOU Non-T40,ASP OU,Total Category,10,43.7795,7826.4921
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Coca-Cola,1,135.5498,135.5498
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Coca-Cola,2,100.1244,13901.5537
2020,DfR,ASPOU Non-T40,ASP OU,Coca-Cola,3,16.6733,2721.7855
2020,Net Revenue,ASPOU Non-T40,ASP OU,Coca-Cola,4,83.4511,11179.7683
2020,COGS,ASPOU Non-T40,ASP OU,Coca-Cola,5,10.4099,2443.8212
2020,Gross Profit,ASPOU Non-T40,ASP OU,Coca-Cola,6,73.0412,8735.9470
2020,DME,ASPOU Non-T40,ASP OU,Coca-Cola,7,18.5522,6477.1671
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Coca-Cola,9,0.0000,0.0000
2020,Operating Income,ASPOU Non-T40,ASP OU,Coca-Cola,10,54.4890,2258.7799
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Sparkling Flavors,1,80.9356,80.9356
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Sparkling Flavors,2,53.9148,18629.2055
2020,DfR,ASPOU Non-T40,ASP OU,Sparkling Flavors,3,4.4977,2003.4350
2020,Net Revenue,ASPOU Non-T40,ASP OU,Sparkling Flavors,4,49.4171,16625.7706
2020,COGS,ASPOU Non-T40,ASP OU,Sparkling Flavors,5,10.3111,6734.1331
2020,Gross Profit,ASPOU Non-T40,ASP OU,Sparkling Flavors,6,39.1061,9891.6375
2020,DME,ASPOU Non-T40,ASP OU,Sparkling Flavors,7,7.1070,1134.4942
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Sparkling Flavors,9,0.0000,0.0000
2020,Operating Income,ASPOU Non-T40,ASP OU,Sparkling Flavors,10,31.9991,8757.1432
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Packaged Water,1,34.8263,34.8263
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Packaged Water,2,2.9864,156.4984
2020,DfR,ASPOU Non-T40,ASP OU,Packaged Water,3,0.0978,0.1541
2020,Net Revenue,ASPOU Non-T40,ASP OU,Packaged Water,4,2.8887,156.3443
2020,COGS,ASPOU Non-T40,ASP OU,Packaged Water,5,0.0225,0.4065
2020,Gross Profit,ASPOU Non-T40,ASP OU,Packaged Water,6,2.8662,155.9378
2020,DME,ASPOU Non-T40,ASP OU,Packaged Water,7,0.3834,0.3337
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Packaged Water,9,0.0000,0.0000
2020,Operating Income,ASPOU Non-T40,ASP OU,Packaged Water,10,2.4828,155.6041
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Enhanced Water Beverages,1,1.2069,1.2069
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,2,2.4714,4.8674
2020,DfR,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,3,0.1746,0.5484
2020,Net Revenue,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,4,2.2968,4.3190
2020,COGS,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,5,0.4864,1.0850
2020,Gross Profit,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,6,1.8104,3.2340
2020,DME,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,7,0.1042,0.3086
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,9,0.0000,0.0000
2020,Operating Income,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,10,1.7062,2.9253
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Advanced Hydration,1,2.4745,2.4745
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Advanced Hydration,2,5.3130,8.9898
2020,DfR,ASPOU Non-T40,ASP OU,Advanced Hydration,3,0.0240,0.0331
2020,Net Revenue,ASPOU Non-T40,ASP OU,Advanced Hydration,4,5.2890,8.9568
2020,COGS,ASPOU Non-T40,ASP OU,Advanced Hydration,5,0.6027,1.2028
2020,Gross Profit,ASPOU Non-T40,ASP OU,Advanced Hydration,6,4.6863,7.7540
2020,DME,ASPOU Non-T40,ASP OU,Advanced Hydration,7,1.7454,0.0176
2020,Operating Expenses,ASPOU Non-T40,ASP OU,Advanced Hydration,9,0.0000,0.0000
2020,Operating Income,ASPOU Non-T40,ASP OU,Advanced Hydration,10,2.9409,7.7364
2020,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Tea,1,9.5886,9.5886
2020,Gross Revenue,ASPOU Non-T40,ASP OU,Tea,2,6.9403,52.2534
2020,DfR,ASPOU Non-T40,ASP OU,Tea,3,1.2371,2.2287
2020,Net Revenue,ASPOU Non-T40,ASP OU,Tea,4,5.7031,50.0247
2020,COGS,ASPOU Non-T40,ASP OU,Tea,5,1.6614,25.8603
2020,Gross Profit,ASPOU Non-T40,ASP OU,Tea,6,4.0418,24.1644
